@relation balanced_bank-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.SwapValues-Clast-Ffirst-Slast-weka.filters.supervised.attribute.NominalToBinary

@attribute age numeric
@attribute job=admin. numeric
@attribute job=technician numeric
@attribute job=management numeric
@attribute job=blue-collar numeric
@attribute job=retired numeric
@attribute job=services numeric
@attribute job=student numeric
@attribute job=unknown numeric
@attribute job=housemaid numeric
@attribute job=unemployed numeric
@attribute job=entrepreneur numeric
@attribute job=self-employed numeric
@attribute marital=single numeric
@attribute marital=married numeric
@attribute marital=divorced numeric
@attribute marital=unknown numeric
@attribute education=university.degree numeric
@attribute education=professional.course numeric
@attribute education=high.school numeric
@attribute education=unknown numeric
@attribute education=basic.9y numeric
@attribute education=basic.4y numeric
@attribute education=basic.6y numeric
@attribute education=illiterate numeric
@attribute default=unknown numeric
@attribute housing=yes numeric
@attribute housing=no numeric
@attribute housing=unknown numeric
@attribute loan=no numeric
@attribute loan=yes numeric
@attribute loan=unknown numeric
@attribute contact=telephone numeric
@attribute month=may numeric
@attribute month=aug numeric
@attribute month=jul numeric
@attribute month=apr numeric
@attribute month=jun numeric
@attribute month=nov numeric
@attribute month=sep numeric
@attribute month=oct numeric
@attribute month=mar numeric
@attribute month=dec numeric
@attribute day_of_week=thu numeric
@attribute day_of_week=tue numeric
@attribute day_of_week=mon numeric
@attribute day_of_week=wed numeric
@attribute day_of_week=fri numeric
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome=failure numeric
@attribute poutcome=nonexistent numeric
@attribute poutcome=success numeric
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute y {yes,no}

@data
33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,548,2,999,0,0,1,0,1.4,93.918,-42.7,4.959,5228.1,no
24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,764,2,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,yes
53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,206,3,999,0,0,1,0,-1.8,92.893,-46.2,1.354,5099.1,yes
27,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,118,1,999,0,0,1,0,-3.4,92.649,-30.1,0.715,5017.5,yes
30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,50,9,999,0,0,1,0,1.4,93.444,-36.1,4.962,5228.1,no
33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,541,3,999,0,0,1,0,-2.9,92.963,-40.8,1.262,5076.2,yes
56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,163,2,999,1,1,0,0,-0.1,93.2,-42,4.021,5195.8,no
36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,255,2,3,1,0,0,1,-2.9,92.963,-40.8,1.206,5076.2,yes
54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,487,3,999,2,1,0,0,-1.1,94.601,-49.5,1.016,4963.6,yes
40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,615,2,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,yes
27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1543,4,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,yes
61,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,131,3,999,0,0,1,0,-1.8,92.893,-46.2,1.266,5099.1,no
48,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,6,999,0,0,1,0,-1.8,92.893,-46.2,1.334,5099.1,no
34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,884,4,999,0,0,1,0,1.4,94.465,-41.8,4.866,5228.1,yes
37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226,2,999,0,0,1,0,-1.8,92.893,-46.2,1.299,5099.1,no
37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,96,1,999,0,0,1,0,1.4,94.465,-41.8,4.961,5228.1,no
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,198,1,999,0,0,1,0,-1.7,94.055,-39.8,0.754,4991.6,yes
34,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,963,2,999,0,0,1,0,1.4,94.465,-41.8,4.864,5228.1,yes
30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,148,2,999,0,0,1,0,-2.9,92.201,-31.4,0.873,5076.2,yes
39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,216,1,999,0,0,1,0,-1.8,93.075,-47.1,1.405,5099.1,no
40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,554,2,999,0,0,1,0,1.4,94.465,-41.8,4.967,5228.1,yes
38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,83,4,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,no
25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,741,6,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,yes
31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,3,999,0,0,1,0,1.1,93.994,-36.4,4.855,5191,no
55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,211,3,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,no
40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,308,1,999,1,1,0,0,-1.8,92.893,-46.2,1.313,5099.1,no
30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,677,1,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,yes
55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,114,3,999,0,0,1,0,-2.9,92.963,-40.8,1.252,5076.2,yes
29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,389,2,999,0,0,1,0,-1.8,93.075,-47.1,1.415,5099.1,yes
52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,65,1,999,0,0,1,0,-0.1,93.2,-42,4.021,5195.8,no
32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,823,1,999,0,0,1,0,1.4,93.444,-36.1,4.965,5228.1,yes
39,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,222,1,999,0,0,1,0,1.4,93.918,-42.7,4.96,5228.1,no
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,276,2,999,0,0,1,0,-2.9,92.963,-40.8,1.268,5076.2,yes
36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,91,2,999,0,0,1,0,1.4,93.444,-36.1,4.963,5228.1,no
49,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1214,1,999,0,0,1,0,-1.8,93.075,-47.1,1.415,5099.1,yes
72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,443,4,999,0,0,1,0,-1.8,93.876,-40,0.672,5008.7,yes
33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,636,1,999,0,0,1,0,-0.1,93.2,-42,4.12,5195.8,no
40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,67,6,999,0,0,1,0,1.4,93.918,-42.7,4.968,5228.1,no
39,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,563,1,999,0,0,1,0,1.4,94.465,-41.8,4.865,5228.1,yes
39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,80,3,999,0,0,1,0,-1.8,93.075,-47.1,1.415,5099.1,no
34,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1313,2,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,no
48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,312,1,999,0,0,1,0,-0.1,93.798,-40.4,5,5195.8,yes
31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3643,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,yes
26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,203,1,999,0,0,1,0,1.4,94.465,-41.8,4.962,5228.1,no
24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153,2,6,2,0,0,1,-1.8,93.876,-40,0.668,5008.7,yes
33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,265,3,3,4,0,0,1,-1.7,94.027,-38.3,0.896,4991.6,yes
72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,143,1,999,0,0,1,0,-1.7,94.215,-40.3,0.881,4991.6,yes
38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,156,1,999,0,0,1,0,-3.4,92.431,-26.9,0.739,5017.5,yes
79,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,126,1,3,2,0,0,1,-2.9,92.201,-31.4,0.849,5076.2,yes
38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,5,999,0,0,1,0,-1.8,92.893,-46.2,1.281,5099.1,no
33,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,182,2,999,0,0,1,0,-0.1,93.2,-42,4.076,5195.8,no
60,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,597,6,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,yes
36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,468,4,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,no
25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,509,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,yes
20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,190,2,999,1,1,0,0,-2.9,92.201,-31.4,0.869,5076.2,no
34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79,5,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,no
33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,731,3,999,1,1,0,0,-1.8,92.893,-46.2,1.291,5099.1,yes
35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,125,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,no
43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,1,999,0,0,1,0,1.1,93.994,-36.4,4.859,5191,no
56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80,3,999,1,1,0,0,-1.8,92.893,-46.2,1.244,5099.1,no
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,264,1,999,0,0,1,0,-3.4,92.431,-26.9,0.722,5017.5,yes
46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,278,1,999,0,0,1,0,-1.8,93.075,-47.1,1.365,5099.1,yes
42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,878,3,999,1,1,0,0,-1.8,92.893,-46.2,1.327,5099.1,yes
20,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,325,1,999,0,0,1,0,-1.8,92.843,-50,1.538,5099.1,yes
42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,no
37,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,541,1,999,0,0,1,0,1.4,94.465,-41.8,4.865,5228.1,no
47,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,83,4,999,0,0,1,0,1.4,93.918,-42.7,4.962,5228.1,no
42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,124,1,999,0,0,1,0,-0.1,93.2,-42,4.191,5195.8,no
76,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,296,5,999,0,0,1,0,-1.7,94.055,-39.8,0.702,4991.6,yes
41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,164,5,3,3,0,0,1,-1.1,94.199,-37.5,0.879,4963.6,yes
31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27,3,999,0,0,1,0,1.4,94.465,-41.8,4.96,5228.1,no
34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,58,1,999,0,0,1,0,1.4,93.918,-42.7,4.963,5228.1,no
41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,643,3,999,0,0,1,0,-0.1,93.2,-42,4.021,5195.8,no
56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,124,3,999,0,0,1,0,1.4,93.444,-36.1,4.968,5228.1,no
44,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,431,1,999,0,0,1,0,1.1,93.994,-36.4,4.856,5191,no
60,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,357,1,999,0,0,1,0,-3,92.713,-33,0.721,5023.5,yes
28,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,278,2,999,0,0,1,0,1.4,93.918,-42.7,4.957,5228.1,no
26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,176,2,999,1,1,0,0,-1.8,92.893,-46.2,1.344,5099.1,no
32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,3,999,0,0,1,0,1.1,93.994,-36.4,4.857,5191,no
25,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,280,6,999,1,1,0,0,-2.9,92.963,-40.8,1.235,5076.2,yes
